Dataset	Experiment ID	Experiment Tag	MS Runs	Spectra Searched	Spectra ID'd	%Spectra ID'd	Distinct Peptides	Unique Peptides	Added Peptides	Cumulative Peptides	Distinct Canonical Proteins	Unique Canonical Proteins	Unique All Proteins	Added Canonical Proteins	Cumulative Canonical Proteins	Date Added	Pubmed Id or DOI	Instrument Name	Sample Category
PXD000851	6935	P6-Ref_Membrane_iTRAQ_CID	37	200,797	47,712	23.76 %	23,564	19	107	1,022,117	2,540		1	1	14,225	2016-11-14	24687888	LTQ Orbitrap XL	Cancer, Digestive System
PXD000851	6911	P6-Ref_Membrane_iTRAQ_HCD	37	200,797	50,081	24.94 %	26,324	2	25	1,022,142	2,606			0	14,225	2016-11-14	24687888	LTQ Orbitrap XL	Cancer, Digestive System
PXD001543	6895	Hs_SkeletalMuscle_Phospho	28	306,017	97,741	31.94 %	25,971	1,598	4,425	1,026,567	2,136		5	21	14,246	2016-11-10	26437602	Q Exactive	Other Anatomical Entities
PXD002516	6942	Hs_Brain_PostMortem_Aggregat	78	1,394,353	142,352	10.21 %	21,689	118	1,394	1,027,961	2,266		2	7	14,253	2016-11-09	26892330	Q Exactive	Brain
PXD002516	6907	Hs_Brain_PostMortem_Soluble	26	483,703	88,484	18.29 %	21,362	149	559	1,028,520	2,442		5	1	14,254	2016-11-09	26892330	Q Exactive	Brain
PXD003947	6933	HPP-SPZ_Ins-1D-Gel	20	542,709	160,461	29.57 %	31,262	1,344	6,827	1,035,347	2,564		28	204	14,458	2016-11-14	27444420	Q Exactive	Sperm
PXD003947	6906	HPP-SPZ_Sol-1D-Gel	20	594,277	183,411	30.86 %	30,636	669	2,040	1,037,387	2,348		45	27	14,485	2016-11-14	27444420	Q Exactive	Sperm
PXD003947	6940	HPP-SPZ_WCL-1D-Gel	24	92,026	34,727	37.74 %	7,120	861	1,940	1,039,327	584		12	9	14,494	2016-11-14	27444420	Q Exactive	Sperm
PXD003947	6917	HPP-SPZ_WCL-HpH	10	209,346	92,498	44.18 %	26,715	396	2,404	1,041,731	2,463		21	39	14,533	2016-11-14	27444420	Q Exactive	Sperm
PXD003947	6912	HPP-SPZ_WCL-LG	34	1,129,852	611,263	54.10 %	57,705	3,528	6,256	1,047,987	3,063		39	31	14,564	2016-11-14	27444420	Q Exactive	Sperm
PXD004092	6943	Hs_Testis_SDS10_C-HPP	28	1,349,419	524,071	38.84 %	106,692	251	2,181	1,050,168	6,824		14	43	14,607	2016-11-08	27535590	Q Exactive	Testis
PXD004092	6922	Hs_Testis_SDS20_C-HPP	28	1,264,004	417,176	33.00 %	87,482	108	798	1,050,966	5,607		2	6	14,613	2016-11-08	27535590	Q Exactive	Testis
PXD004092	6926	Hs_Testis_SDS30_C-HPP	28	1,409,828	582,499	41.32 %	114,529	221	1,414	1,052,380	7,279		16	19	14,632	2016-11-08	27535590	Q Exactive	Testis
PXD004092	6913	Hs_Testis_Tricine20_C-HPP	22	1,005,131	317,218	31.56 %	78,579	71	386	1,052,766	5,993		1	4	14,636	2016-11-08	27535590	Q Exactive	Testis
PXD004092	6916	Hs_Testis_Tricine10_C-HPP	22	1,052,790	378,695	35.97 %	90,114	125	578	1,053,344	6,418		3	5	14,641	2016-11-08	27535590	Q Exactive	Testis
PXD004092	6915	Hs_Testis_Tricine30_C-HPP	22	1,023,811	347,817	33.97 %	83,285	47	225	1,053,569	6,196		3	4	14,645	2016-11-08	27535590	Q Exactive	Testis
PXD000383	6965	HsPlasma_QUEST-MS_BPH	19	367,778	92,691	25.20 %	5,250	99	578	1,054,147	200			3	14,648	2017-04-14	23991666	LTQ Orbitrap Velos	Blood Plasma
PXD000383	6987	HsPlasma_QUEST-MS_ProstateCancer	73	1,393,200	314,923	22.60 %	7,083	187	889	1,055,036	236			0	14,648	2017-04-14	23991666	LTQ Orbitrap Velos	Blood Plasma
PXD000661	7132	Hs_Proteomic_Ruler_A549	6	424,381	194,509	45.83 %	39,819	143	1,428	1,056,464	4,371		4	5	14,653	2017-11-13	25225357	Q Exactive	Cancer Cell Lines, Lung
PXD000661	7138	Hs_Proteomic_Ruler_Hep-G2	6	437,639	232,575	53.14 %	48,214	35	2,192	1,058,656	4,456		1	5	14,658	2017-11-13	25225357	Q Exactive	Cancer Cell Lines, Liver
PXD000661	7045	Hs_Proteomic_Ruler_PC-3	6	434,341	203,633	46.88 %	43,595	221	1,062	1,059,718	4,621		4	8	14,666	2017-11-13	25225357	Q Exactive	Cancer Cell Lines, Other Male Reproductive Organ
PXD000661	7143	Hs_Proteomic_Ruler_U87-MG	6	442,357	223,435	50.51 %	46,932	321	1,102	1,060,820	4,454		1	3	14,669	2017-11-13	25225357	Q Exactive	Cancer Cell Lines, Brain
PXD000661	7067	Hs_Proteomic_Ruler_Plasma	12	497,522	133,626	26.86 %	10,928	309	1,618	1,062,438	371			1	14,670	2017-11-13	25225357	Q Exactive	Blood Plasma
PXD000661	7095	Hs_Proteomic_Ruler_Hela_Silac	18	522,643	298,052	57.03 %	49,764	22	596	1,063,034	4,707			1	14,671	2017-11-13	25225357	LTQ Orbitrap Velos	Cancer Cell Lines, Other Female Reproductive Organ
PXD000766	6992	Hs_Plasma_SPIONs_HCD	20	82,903	13,331	16.08 %	1,142	2	12	1,063,046	79			0	14,671	2017-04-14	26444829	LTQ Orbitrap Velos	Blood Plasma
PXD001194	9675	HsPlasma_super-SILAC_CL	4	379,861	180,201	47.44 %	29,265	72	608	1,063,654	2,791			2	14,673	2017-04-17	25624350	Q Exactive	Blood Plasma
PXD001194	9671	HsPlasma_super-SILAC_CLMP	4	371,927	163,487	43.96 %	24,312	128	530	1,064,184	2,134		4	5	14,678	2017-04-17	25624350	Q Exactive	Blood Plasma
PXD001194	9718	HsPlasma_super-SILAC_Healthy	6	531,208	232,768	43.82 %	43,016	358	1,547	1,065,731	3,504		8	4	14,682	2017-04-17	25624350	Q Exactive	Blood Plasma
PXD001194	9803	HsPlasma_super-SILAC_ProstateCancer	28	2,437,800	1,059,854	43.48 %	50,675	624	2,043	1,067,774	3,817		2	1	14,683	2017-04-17	25624350	Q Exactive	Blood Plasma
PXD001194	9720	HsPlasma_super-SILAC_Secretome	4	354,581	129,431	36.50 %	14,794	89	226	1,068,000	1,206			0	14,683	2017-04-17	25624350	Q Exactive	Blood Plasma
PXD001464	6990	HsPlasma_MultiphasicLC-Chip	20	155,931	66,163	42.43 %	5,054	58	233	1,068,233	195		2	0	14,683	2017-04-14	25850434	5600 Triple Quadrupole LC/MS	Blood Plasma
PXD001889	7072	Hs_Liver-Metastases_FOLFOX	78	5,093,285	2,860,646	56.17 %	62,968	1,696	7,141	1,075,374	4,551		28	11	14,694	2017-11-13	28248240	Q Exactive	Cancer, Liver
PXD001987	7148	Hs_hippocampus-TMT6plex	20	732,097	120,906	16.52 %	40,918	152	2,014	1,077,388	3,484		1	21	14,715	2017-10-12	26923401	Q Exactive	Brain
PXD002131	7080	Hs_C-HPP_Franco-Swiss_QExactive	1	242,990	78,610	32.35 %	28,411	4	96	1,077,484	2,403			1	14,716	2017-11-14	26132440	Q Exactive	Other Anatomical Entities
PXD002131	7144	Hs_C-HPP_Franco-Swiss_QExactive_Silac	1	56,458	13,855	24.54 %	8,424	5	23	1,077,507	976			2	14,718	2017-11-14	26132440	Q Exactive	Other Anatomical Entities
PXD002528	7166	Hs_Temporal_lobe	20	756,041	128,957	17.06 %	42,288	199	1,072	1,078,579	3,577		5	12	14,730	2017-11-13	26631761	Q Exactive	Brain
PXD002554	7122	Hs_Platelet_DRMs	18	206,274	21,258	10.31 %	1,648	0	18	1,078,597	123			0	14,730	2017-10-11	27329341	Q Exactive	Blood Cells
PXD002612	7058	Hs_Lung_NSCLC	92	4,877,553	1,401,889	28.74 %	50,720	303	3,744	1,082,341	2,802			3	14,733	2017-11-14	27799870	Q Exactive	Cancer, Lung
PXD002612	7110	Hs_Lung_NSCLC-Control	88	4,855,682	1,626,781	33.50 %	62,288	312	1,837	1,084,178	3,526		6	0	14,733	2017-11-14	27799870	Q Exactive	Lung
PXD002620	7154	Hs_Ureter	12	177,935	76,197	42.82 %	18,680	124	430	1,084,608	1,369		3	0	14,733	2017-10-11	26442468	Q Exactive	Ureter
PXD002783	7089	Hs_Frontotemporal_Lobes_sTBI	20	832,207	213,594	25.67 %	53,513	221	1,834	1,086,442	4,239		2	14	14,747	2017-10-12	27067185	Q Exactive	Brain
PXD002854	6975	HsPlasma_3hr_workflow	249	3,009,789	1,083,345	35.99 %	10,219	46	642	1,087,084	421			0	14,747	2017-04-14		Q Exactive	Blood Plasma
PXD002854	6993	HsPlasma_deep_proteome	16	583,457	102,372	17.55 %	15,914	57	1,303	1,088,387	781			1	14,748	2017-04-14		Q Exactive	Blood Plasma
PXD003226	7056	Hs_Centrosome	2	135,323	40,662	30.05 %	16,846	189	798	1,089,185	1,496		1	3	14,751	2017-10-12	26655833	Q Exactive	Other Anatomical Entities
PXD003406	7062	Hs_Endothelial_Cell-HUVEC_cyt_con	24	1,176,760	467,421	39.72 %	61,792	142	1,289	1,090,474	4,287			3	14,754	2017-11-20	27025457	Q Exactive	Other Gestational Structure
PXD003407	7151	Hs_Endothelial_Cell-HUVEC_cyt_stim	26	1,299,958	601,838	46.30 %	72,247	176	1,022	1,091,496	4,783		5	6	14,760	2017-11-20	27025457	Q Exactive	Other Gestational Structure
PXD003408	7075	Hs_Endothelial_Cell-HUVEC_ne_con	26	1,121,315	411,074	36.66 %	58,998	140	1,311	1,092,807	3,621		3	2	14,762	2017-11-20	27025457	Q Exactive	Other Gestational Structure
PXD003409	7108	Hs_Endothelial_Cell-HUVEC_ne_stim	26	1,225,674	441,831	36.05 %	59,382	171	764	1,093,571	3,526		10	4	14,766	2017-11-20	27025457	Q Exactive	Other Gestational Structure
PXD003410	7100	Hs_Endothelial_Cell-HUVEC_sn_con	6	130,390	36,165	27.74 %	6,200	3	69	1,093,640	786			1	14,767	2017-11-20	27025457	Q Exactive	Other Gestational Structure
PXD003411	7064	Hs_Endothelial_Cell-HUVEC_sn_stim	6	129,501	35,002	27.03 %	5,371	5	44	1,093,684	697		1	1	14,768	2017-11-20	27025457	Q Exactive	Other Gestational Structure
PXD003412	7139	Hs_Fibroblasts-NHDF_cyt_con	9	540,036	261,389	48.40 %	60,329	393	1,999	1,095,683	4,191			6	14,774	2017-11-20	27025457	Q Exactive	Skin
PXD003413	7083	Hs_Fibroblasts-NHDF_cyt_stim	12	694,145	311,618	44.89 %	62,513	606	1,792	1,097,475	4,139		1	2	14,776	2017-11-20	27025457	Q Exactive	Skin
PXD003415	7124	Hs_Fibroblasts-NHDF_ne_con	11	544,256	191,274	35.14 %	45,028	301	1,661	1,099,136	2,882			2	14,778	2017-11-20	27025457	Q Exactive	Skin
PXD003415	7052	Hs_Fibroblasts-NHDF_ne_stim	12	662,210	274,125	41.40 %	59,777	488	1,253	1,100,389	3,659			2	14,780	2017-11-20	27025457	Q Exactive	Skin
PXD003416	7101	Hs_Fibroblasts-NHDF_sn_con	6	146,951	36,642	24.93 %	7,290	67	381	1,100,770	580			1	14,781	2017-11-20	27025457	Q Exactive	Skin
PXD003417	7042	Hs_Fibroblasts-NHDF_sn_stim	6	146,051	35,105	24.04 %	7,138	92	199	1,100,969	582		3	2	14,783	2017-11-20	27025457	Q Exactive	Skin
PXD004076	7074	Hs_Cerebrum	69	1,516,423	403,837	26.63 %	20,368	147	509	1,101,478	1,945		2	3	14,786	2017-11-13	28687556	Q Exactive	Brain
PXD004242	9832	Plasma_Healthy_DoubleDepleted_noFrac	18	394,376	84,955	21.54 %	4,615	49	360	1,101,838	225		1	0	14,786	2017-04-14	28007936	Q Exactive	Blood Plasma
PXD004352	7160	Human_ImmuneCells-Basophil_steady	4	391,895	218,478	55.75 %	55,251	117	1,123	1,102,961	4,258		6	11	14,797	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7113	Human_ImmuneCells-B_memory_activated	4	391,008	192,837	49.32 %	54,197	39	445	1,103,406	4,597		1	9	14,806	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7161	Human_ImmuneCells-B_memory_steady	4	396,090	252,383	63.72 %	65,768	33	426	1,103,832	4,885			5	14,811	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7054	Human_ImmuneCells-B_naive_activated	4	392,999	205,187	52.21 %	58,045	44	351	1,104,183	4,785		2	3	14,814	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7109	Human_ImmuneCells-B_naive_steady	4	373,246	220,727	59.14 %	58,146	28	208	1,104,391	4,593			0	14,814	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7127	Human_ImmuneCells-Eosinophil_steady	4	386,582	198,051	51.23 %	53,309	602	2,600	1,106,991	3,460	1	5	5	14,819	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7079	Human_ImmuneCells-Erythrocyte_steady	4	240,928	37,877	15.72 %	4,774	22	122	1,107,113	411			0	14,819	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7157	Human_ImmuneCells-mDC_activated	4	391,864	195,590	49.91 %	51,025	73	440	1,107,553	4,424		2	13	14,832	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7114	Human_ImmuneCells-mDC_steady	4	409,300	253,248	61.87 %	67,048	91	493	1,108,046	5,126			3	14,835	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7043	Human_ImmuneCells-pDC_activated	4	370,993	172,271	46.44 %	50,231	60	256	1,108,302	4,208		2	3	14,838	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7097	Human_ImmuneCells-pDC_steady	4	419,707	269,021	64.10 %	71,294	145	762	1,109,064	5,234		1	3	14,841	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7158	Human_ImmuneCells-MOclassical_activated	3	269,802	112,037	41.53 %	38,572	72	533	1,109,597	3,196			3	14,844	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7078	Human_ImmuneCells-MOclassical_steady	4	371,934	200,686	53.96 %	57,403	372	2,146	1,111,743	4,220		7	0	14,844	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7133	Human_ImmuneCells-MOintermediate_steady	4	418,490	244,521	58.43 %	68,267	227	1,495	1,113,238	4,680		4	3	14,847	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7059	Human_ImmuneCells-MOnoneclassical_steady	4	409,498	243,443	59.45 %	67,592	149	583	1,113,821	4,887			8	14,855	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7135	Human_ImmuneCells-mTregs_activated	3	224,772	73,103	32.52 %	24,008	16	71	1,113,892	2,345			0	14,855	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7152	Human_ImmuneCells-mTregs_steady	4	408,172	243,347	59.62 %	63,931	39	314	1,114,206	4,962		1	6	14,861	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7090	Human_ImmuneCells-Neutrophil_steady	4	375,786	118,999	31.67 %	33,918	868	5,403	1,119,609	2,385		24	9	14,870	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7173	Human_ImmuneCells-NK_bright_activated	3	282,436	163,033	57.72 %	51,760	41	327	1,119,936	4,764		8	12	14,882	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7047	Human_ImmuneCells-NK_bright_steady	4	392,960	238,454	60.68 %	64,555	39	223	1,120,159	5,124		1	3	14,885	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7116	Human_ImmuneCells-NK_dim_activated	3	263,608	149,026	56.53 %	50,980	42	232	1,120,391	4,731		3	6	14,891	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7071	Human_ImmuneCells-NK_dim_steady	4	384,567	222,207	57.78 %	61,894	80	275	1,120,666	4,873		2	2	14,893	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7073	Human_ImmuneCells-nTregs_activated	3	309,282	174,940	56.56 %	54,195	33	162	1,120,828	4,562		3	1	14,894	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7155	Human_ImmuneCells-nTregs_steady	4	384,805	213,463	55.47 %	57,708	44	137	1,120,965	4,678		2	0	14,894	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7092	Human_ImmuneCells-T4_CM_activated	4	405,809	225,162	55.48 %	59,002	43	189	1,121,154	4,740		1	0	14,894	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7085	Human_ImmuneCells-T4_CM_steady	4	432,927	258,971	59.82 %	66,449	40	301	1,121,455	5,151		6	2	14,896	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7057	Human_ImmuneCells-T4_EM_activated	4	389,649	218,053	55.96 %	59,051	23	119	1,121,574	4,786		2	1	14,897	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7134	Human_ImmuneCells-T4_EMRA_activated	4	377,553	207,898	55.06 %	57,630	29	95	1,121,669	4,755			1	14,898	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7171	Human_ImmuneCells-T4_EMRA_steady	4	368,359	183,283	49.76 %	52,303	24	99	1,121,768	4,195			2	14,900	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7081	Human_ImmuneCells-T4_EM_steady	4	439,274	264,847	60.29 %	69,810	51	220	1,121,988	5,314			1	14,901	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7118	Human_ImmuneCells-T4_naive_activated	4	346,182	206,073	59.53 %	55,260	18	87	1,122,075	4,728		1	1	14,902	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7096	Human_ImmuneCells-T4_naive_steady	4	426,429	246,466	57.80 %	68,415	44	226	1,122,301	5,209		15	1	14,903	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7066	Human_ImmuneCells-T8_CM_activated	4	378,662	219,840	58.06 %	58,669	41	162	1,122,463	4,816		3	1	14,904	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7117	Human_ImmuneCells-T8_CM_steady	4	392,152	245,564	62.62 %	68,891	46	151	1,122,614	5,116		2	0	14,904	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7149	Human_ImmuneCells-T8_EM_activated	8	697,820	386,145	55.34 %	66,512	58	244	1,122,858	5,238		1	1	14,905	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7159	Human_ImmuneCells-T8_EM_steady	8	785,232	476,767	60.72 %	77,943	62	221	1,123,079	5,496		14	7	14,912	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7115	Human_ImmuneCells-T8_naive_activated	4	366,292	216,661	59.15 %	57,220	31	86	1,123,165	4,892		3	1	14,913	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7163	Human_ImmuneCells-T8_naive_steady	4	374,184	229,033	61.21 %	63,959	37	111	1,123,276	5,008			0	14,913	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7137	Human_ImmuneCells-Th17_steady	4	448,034	264,060	58.94 %	71,417	42	147	1,123,423	5,286			1	14,914	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7046	Human_ImmuneCells-Th1_steady	4	364,305	224,998	61.76 %	61,560	26	113	1,123,536	4,821			1	14,915	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7146	Human_ImmuneCells-Th2_steady	4	440,764	252,408	57.27 %	72,679	43	144	1,123,680	5,325			0	14,915	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7087	Human_ImmuneCells-Thrombocyte_steady	4	355,465	171,905	48.36 %	43,174	369	1,296	1,124,976	2,902		4	3	14,918	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7167	Human_ImmuneCells-single_shot_activated	31	2,969,541	1,915,797	64.51 %	114,212	237	846	1,125,822	7,141		17	10	14,928	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7111	Human_ImmuneCells-single_shot_steady	62	5,983,841	3,390,759	56.67 %	158,109	1,347	4,450	1,130,272	7,488		20	4	14,932	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004352	7099	Human_ImmuneCells-B_plasma_steady	4	338,810	96,350	28.44 %	25,656	56	123	1,130,395	2,338		14	0	14,932	2017-11-13	28263321	Q Exactive	Blood Plasma
PXD004352	7165	Human_ImmuneCells-sups	187	7,852,993	1,733,241	22.07 %	57,008	421	1,236	1,131,631	3,570	4	45	20	14,952	2017-11-13	28263321	Q Exactive	Blood Cells
PXD004423	7145	Hs_milk-derived-EV_QExactive	48	689,625	90,991	13.19 %	7,151	315	456	1,132,087	515			2	14,954	2017-10-12	27601599	Q Exactive	Other Anatomical Entities
PXD004424	7094	Hs_Macrophage_IAV-infection	26	684,821	98,993	14.46 %	19,217	195	400	1,132,487	1,500		7	2	14,956	2017-10-11	27723984	Q Exactive	Blood Cells
PXD004678	7130	Hs_Blood_Dendritic_cells-BDCA3	180	1,043,182	244,907	23.48 %	20,076	19	161	1,132,648	1,959		2	0	14,956	2017-10-12	27626665	Q Exactive	Blood Cells
PXD004678	7050	Hs_Blood_Dendritic_cells-CD16	179	778,611	252,185	32.39 %	16,074	10	31	1,132,679	1,527			0	14,956	2017-10-12	27626665	Q Exactive	Blood Cells
PXD004678	7172	Hs_Blood_Dendritic_cells-CD1C	180	928,767	271,056	29.18 %	21,345	4	25	1,132,704	1,926		1	0	14,956	2017-10-12	27626665	Q Exactive	Blood Cells
PXD004678	7048	Hs_Blood_Dendritic_cells-pDC	180	1,093,452	246,811	22.57 %	22,862	12	40	1,132,744	2,147		1	0	14,956	2017-10-12	27626665	Q Exactive	Blood Cells
PXD004859	7112	Hs_Anal_Canal_Cancer_Squamous-Zone	30	1,126,395	467,736	41.53 %	26,278	192	1,174	1,133,918	2,237		3	6	14,962	2017-11-13	27976366	Q Exactive	Cancer, Digestive System
PXD004859	7061	Hs_Anal_Canal_Cancer_Transitional-Zone	30	1,090,971	397,994	36.48 %	37,054	69	377	1,134,295	3,333			2	14,964	2017-11-13	27976366	Q Exactive	Cancer, Digestive System
PXD005940	7105	Hs_NCI60_DeepProteome-Colo-205	24	339,779	157,151	46.25 %	52,736	56	275	1,134,570	3,839			1	14,965	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Digestive System
PXD005940	7091	Hs_NCI60_DeepProteome-M14	24	313,231	138,402	44.19 %	57,577	64	271	1,134,841	4,408		3	1	14,966	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Skin
PXD005940	7169	Hs_NCI60_DeepProteome-MCF-7	24	318,124	139,991	44.01 %	54,296	60	213	1,135,054	4,165		2	1	14,967	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Breast
PXD005940	7076	Hs_NCI60_DeepProteome-PC-3	24	249,296	116,235	46.63 %	52,602	37	181	1,135,235	4,001			0	14,967	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Other Male Reproductive Organ
PXD005940	7150	Hs_NCI60_DeepProteome-RXF-393	24	344,963	172,405	49.98 %	62,189	67	294	1,135,529	4,148			1	14,968	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Kidney
PXD005940	7140	Hs_NCI60_DeepProteome-SKOV-3	24	280,031	133,112	47.53 %	50,917	30	126	1,135,655	3,913		1	0	14,968	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Ovary
PXD005940	7065	Hs_NCI60_DeepProteome-U-251	24	260,108	127,929	49.18 %	53,462	40	163	1,135,818	3,862		2	1	14,969	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Brain
PXD005940	7121	Hs_NCI60_DeepProteome-H460	24	223,941	101,875	45.49 %	42,896	33	89	1,135,907	3,360			0	14,969	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Lung
PXD005940	7044	Hs_NCI60_DeepProteome-CCRF_CEM	24	222,778	101,753	45.67 %	46,082	42	170	1,136,077	3,652			1	14,970	2017-11-14	23933261	Orbitrap Elite	Cancer Cell Lines, Blood
PXD006465	7102	Hs_Testis_Multi-enzymes-LysC	21	1,422,149	545,622	38.37 %	72,917	5,865	14,722	1,150,799	5,472		9	4	14,974	2017-11-13	28959888	Q Exactive	Testis
PXD006465	7162	Hs_Testis_Multi-enzymes-GluC	21	1,322,276	139,507	10.55 %	23,759	1,692	17,596	1,168,395	2,537		13	1	14,975	2017-11-13	28959888	Q Exactive	Testis
PXD006465	7086	Hs_Testis_Multi-enzymes-Lysarginase	21	1,363,101	271,808	19.94 %	55,876	39,355	51,474	1,219,869	4,484		74	7	14,982	2017-11-13	28959888	Q Exactive	Testis
PXD006833	7136	Human_ProteoMinerTM_Bladder	39	1,591,064	790,037	49.65 %	117,242	3,593	10,856	1,230,725	7,556		29	40	15,022	2017-11-20	28960076	Q Exactive	Cancer, Urinary Bladder
PXD006833	7125	Human_ProteoMinerTM_Colon	40	1,567,421	338,102	21.57 %	56,113	495	1,651	1,232,376	5,501		1	5	15,027	2017-11-20	28960076	Q Exactive	Cancer, Digestive System
PXD006833	7068	Human_ProteoMinerTM_Kidney	40	1,703,288	751,629	44.13 %	118,446	2,059	7,073	1,239,449	7,907		16	46	15,073	2017-11-20	28960076	Q Exactive	Cancer, Kidney
PXD006833	7156	Human_ProteoMinerTM_Liver	77	3,396,026	973,283	28.66 %	97,904	1,452	5,492	1,244,941	5,891		1	7	15,080	2017-11-20	28960076	Q Exactive	Cancer, Liver
PrePX243	7093	HPP_Testis_PRM	72	3,051,786	50,758	1.66 %	390	26	37	1,244,978	28	2	23	4	15,084	2017-11-28	28891297	Q Exactive	Sperm
PXD000109	7328	Hs_CervicalSmear-iTRAQ	65	1,147,837	54,285	4.73 %	11,666	59	392	1,245,370	1,063		7	1	15,085	2018-11-20	23510160	Orbitrap Elite	Other Anatomical Entities
PXD000394	7309	Hs_Total_Proteome-fibroblasts	9	800,162	364,306	45.53 %	67,705	287	1,124	1,246,494	5,324		4	5	15,090	2018-11-14	25576301	Q Exactive	Non Cancer Cell Lines
PXD000394	7236	Hs_Total_Proteome-HCC1143	1	165,184	40,407	24.46 %	23,770	42	211	1,246,705	2,887		2	1	15,091	2018-11-14	25576301	Q Exactive	Cancer Cell Lines, Breast
PXD000394	7324	Hs_Total_Proteome-HCC1937	1	180,630	45,227	25.04 %	28,605	102	282	1,246,987	3,414		2	0	15,091	2018-11-14	25576301	Q Exactive	Cancer Cell Lines, Breast
PXD000394	7253	Hs_Total_Proteome-HCT116-SILAC	2	166,018	89,650	54.00 %	32,835	47	114	1,247,101	3,329			1	15,092	2018-11-14	25576301	Q Exactive	Cancer Cell Lines, Digestive System
PXD000394	7276	Hs_Total_Proteome-JY-SILAC	2	118,286	63,864	53.99 %	24,870	41	86	1,247,187	2,667			1	15,093	2018-11-14	25576301	Q Exactive	Blood Cells
PXD001654	7325	Hs_GPNMB_CSF	27	480,326	95,462	19.87 %	6,069	36	256	1,247,443	436		3	2	15,095	2018-11-16	25775479	Q Exactive	Cerebrospinal Fluid
PXD002391	7308	HS_EPL	19	541,710	84,988	15.69 %	41,012	88	540	1,247,983	4,217		4	7	15,102	2018-11-15	26947931	Q Exactive	Placenta
PXD003028	7291	Hs_Saliva_Proteome-Plasma	6	185,676	40,952	22.06 %	5,188	54	227	1,248,210	216			1	15,103	2018-11-15	27102203	Q Exactive	Blood Plasma
PXD003028	7346	Hs_Saliva_Proteome-Saliva	81	3,492,539	1,266,228	36.26 %	62,211	1,853	5,202	1,253,412	3,991		59	16	15,119	2018-11-15	27102203	Q Exactive	Digestive System
PXD003115	7314	Hs_PGRCCancerProteome	14	1,164,297	216,127	18.56 %	34,145	252	1,884	1,255,296	4,494		2	6	15,125	2018-11-20	26657352	Q Exactive	Cancer, Digestive System
